CNAF file:	C:\EXPERI~1\AUJUN21\CNAFS\XY-SE-SB.WRK
comment:	Jena microcontroller 03 3.3V fs21
CAMAC parameters per event:	    5
number of events per record:	  204
date:	03.06.21
time:	14:57:45
2051	3367	0	0	1240
3244	2796	0	0	2763
2549	2620	0	0	1915
2243	2583	0	0	2263
710	2297	0	0	896
335	2192	0	0	1506
3688	2015	0	0	2482
2872	1906	0	0	1846
573	1614	0	0	343
1457	1587	0	0	1210
877	1480	0	0	996
699	1444	0	0	1457
515	1374	0	0	1274
416	1373	0	0	970
3770	1196	0	0	2070
1169	663	0	0	1272
870	660	0	0	519
850	592	0	0	1196
574	590	0	0	1077
201	518	0	0	1312
3735	343	0	0	1165
3493	307	0	0	796
3119	235	0	0	984
2214	57	0	0	1478
1648	4046	0	0	2221
682	3867	0	0	2231
437	3763	0	0	1927
151	3760	0	0	908
3551	3584	0	0	2253
3538	3584	0	0	391
2520	3405	0	0	922
2281	3334	0	0	908
2224	3300	0	0	1231
1405	3122	0	0	1465
3987	2871	0	0	2633
3828	2835	0	0	2419
1345	2269	0	0	885
565	2160	0	0	925
540	2159	0	0	2470
643	2126	0	0	1572
31	2019	0	0	947
3591	1912	0	0	1690
3416	1910	0	0	1839
3256	1875	0	0	2117
2373	1697	0	0	2526
2181	1627	0	0	2102
1802	1556	0	0	1927
1290	1415	0	0	1211
1273	1415	0	0	1104
1257	1414	0	0	1376
1241	1414	0	0	1092
1228	1414	0	0	934
1214	1414	0	0	1195
1203	1414	0	0	1066
1182	1414	0	0	1502
1165	1414	0	0	942
1156	1414	0	0	1055
1144	1414	0	0	894
1131	1413	0	0	1206
1121	1413	0	0	910
1097	1413	0	0	1335
1084	1413	0	0	886
1066	1413	0	0	972
1048	1413	0	0	942
1034	1413	0	0	721
1021	1413	0	0	1035
1010	1412	0	0	978
999	1412	0	0	1676
980	1412	0	0	1083
738	1410	0	0	391
939	1344	0	0	1261
909	1343	0	0	1186
902	1343	0	0	1296
890	1343	0	0	638
882	1343	0	0	899
861	1343	0	0	1272
848	1343	0	0	738
833	1343	0	0	1127
825	1343	0	0	1789
812	1343	0	0	1372
798	1342	0	0	1176
787	1342	0	0	871
774	1342	0	0	1108
760	1342	0	0	938
749	1342	0	0	1384
732	1342	0	0	1325
716	1342	0	0	876
693	1342	0	0	1065
674	1341	0	0	1023
661	1341	0	0	1053
648	1341	0	0	1106
635	1341	0	0	1390
417	1305	0	0	1259
594	1272	0	0	1294
574	1272	0	0	1240
561	1272	0	0	2059
548	1272	0	0	1266
537	1272	0	0	1129
521	1272	0	0	815
496	1272	0	0	795
483	1272	0	0	923
459	1271	0	0	1626
438	1271	0	0	719
417	1271	0	0	685
386	1271	0	0	1311
380	1271	0	0	697
356	1270	0	0	1482
338	1270	0	0	1046
316	1270	0	0	977
306	1270	0	0	1158
289	1270	0	0	937
280	1270	0	0	894
246	1201	0	0	1066
235	1201	0	0	2569
216	1201	0	0	1526
205	1201	0	0	826
188	1201	0	0	1765
178	1201	0	0	585
162	1201	0	0	1510
152	1200	0	0	954
129	1200	0	0	1083
114	1200	0	0	1209
97	1200	0	0	1524
82	1200	0	0	1053
64	1200	0	0	970
49	1200	0	0	1551
29	1199	0	0	996
11	1199	0	0	1062
4079	1199	0	0	920
4072	1199	0	0	0
4054	1199	0	0	1581
4029	1199	0	0	1840
71	1166	0	0	1070
53	1166	0	0	1022
41	1165	0	0	1492
30	1165	0	0	991
17	1165	0	0	1171
1	1165	0	0	916
4081	1165	0	0	1250
4070	1165	0	0	1884
4053	1165	0	0	979
4043	1165	0	0	1873
4033	1165	0	0	2052
4020	1164	0	0	2174
3997	1164	0	0	2397
3968	1164	0	0	2189
3955	1164	0	0	1850
3940	1164	0	0	1895
3916	1164	0	0	1896
3897	1163	0	0	2428
3882	1163	0	0	1679
3872	1163	0	0	2245
3996	1130	0	0	2033
3981	1130	0	0	2122
3963	1130	0	0	2243
3953	1130	0	0	2075
3914	1129	0	0	1892
3897	1129	0	0	1674
3877	1129	0	0	1680
3860	1129	0	0	2270
3833	1129	0	0	2024
3814	1129	0	0	1717
3805	1129	0	0	1617
3781	1128	0	0	2014
3768	1128	0	0	2501
3749	1128	0	0	3463
3726	1128	0	0	3561
3720	1128	0	0	3936
3703	1128	0	0	0
3698	1128	0	0	0
3649	1059	0	0	1448
3628	1059	0	0	1505
3610	1059	0	0	1299
3598	1059	0	0	1729
3579	1058	0	0	1498
3562	1058	0	0	1442
3532	1058	0	0	1894
3516	1058	0	0	1907
3504	1058	0	0	1633
