CNAF file:	C:\EXPERI~1\AUJUN21\CNAFS\XY-SE-SB.WRK
comment:	Jena microcontroller 03 3.3V fs12
CAMAC parameters per event:	    5
number of events per record:	  204
date:	03.06.21
time:	15:10:18
3937	652	0	0	616
506	3183	0	0	538
2671	2689	0	0	285
2049	2684	0	0	639
3814	2187	0	0	411
3302	1261	0	0	465
467	691	0	0	817
3116	406	0	0	311
2115	3436	0	0	350
2081	3435	0	0	386
1876	3365	0	0	304
1829	3365	0	0	559
1811	3365	0	0	463
1789	3365	0	0	330
1751	3364	0	0	298
1719	3364	0	0	455
1705	3330	0	0	375
1675	3329	0	0	374
1661	3329	0	0	306
1646	3329	0	0	332
1498	3328	0	0	366
1456	3328	0	0	422
1419	3327	0	0	444
1445	3293	0	0	445
1417	3293	0	0	319
1317	3292	0	0	376
1303	3292	0	0	697
1081	3222	0	0	356
1035	3222	0	0	277
933	3221	0	0	399
1012	3187	0	0	276
923	3187	0	0	405
878	3186	0	0	880
780	3185	0	0	361
833	3152	0	0	323
636	3150	0	0	418
588	3150	0	0	541
563	3150	0	0	665
539	3149	0	0	344
472	3080	0	0	419
461	3080	0	0	368
434	3080	0	0	322
221	3078	0	0	374
313	3045	0	0	388
273	3045	0	0	402
99	3043	0	0	428
3989	3007	0	0	563
3899	2938	0	0	419
3865	2938	0	0	547
3831	2938	0	0	307
3765	2937	0	0	343
3693	2937	0	0	313
3604	2936	0	0	392
3689	2902	0	0	302
3677	2902	0	0	387
3648	2902	0	0	292
3626	2902	0	0	359
3537	2901	0	0	296
3515	2901	0	0	435
3527	2867	0	0	335
3423	2866	0	0	719
3410	2866	0	0	373
3339	2865	0	0	693
3176	2796	0	0	960
3110	2795	0	0	516
3066	2795	0	0	726
2954	2794	0	0	354
3016	2760	0	0	417
2959	2760	0	0	304
2932	2760	0	0	299
2911	2759	0	0	447
2868	2759	0	0	308
2827	2725	0	0	441
2800	2724	0	0	325
2789	2724	0	0	330
2746	2724	0	0	429
2649	2723	0	0	310
2463	2653	0	0	335
2412	2653	0	0	638
2383	2653	0	0	1070
2353	2652	0	0	335
2293	2652	0	0	403
2252	2652	0	0	403
2238	2651	0	0	486
2189	2651	0	0	318
2314	2618	0	0	476
2299	2618	0	0	675
2280	2618	0	0	482
2202	2617	0	0	306
2147	2617	0	0	288
2153	2582	0	0	476
2027	2581	0	0	324
2005	2581	0	0	0
1989	2581	0	0	715
1891	2580	0	0	559
1784	2511	0	0	661
1767	2511	0	0	346
1713	2511	0	0	629
1696	2510	0	0	368
1628	2510	0	0	358
1587	2510	0	0	279
1553	2509	0	0	388
1493	2509	0	0	597
1420	2440	0	0	274
1374	2439	0	0	612
1240	2438	0	0	448
1077	2369	0	0	278
1027	2368	0	0	352
1012	2368	0	0	904
995	2368	0	0	334
946	2368	0	0	460
921	2367	0	0	476
797	2366	0	0	288
1478	2338	0	0	394
928	2333	0	0	812
908	2333	0	0	470
862	2333	0	0	282
826	2332	0	0	328
700	2297	0	0	479
679	2297	0	0	347
666	2297	0	0	1003
593	2296	0	0	370
574	2296	0	0	277
404	2227	0	0	354
390	2226	0	0	397
378	2226	0	0	343
336	2226	0	0	416
235	2225	0	0	537
91	2224	0	0	381
3414	2218	0	0	362
230	2191	0	0	324
196	2191	0	0	412
178	2191	0	0	294
135	2190	0	0	578
15	2189	0	0	316
4015	2188	0	0	547
23	2155	0	0	334
11	2155	0	0	490
4042	2154	0	0	464
4022	2154	0	0	491
3984	2154	0	0	295
3876	2153	0	0	338
3490	2082	0	0	316
3631	2049	0	0	333
3592	2048	0	0	427
3496	2048	0	0	373
3376	2047	0	0	594
3393	2013	0	0	503
3383	2012	0	0	399
3339	2012	0	0	736
3307	2012	0	0	301
3182	2011	0	0	587
3146	2010	0	0	434
3075	1942	0	0	543
3045	1941	0	0	491
2945	1941	0	0	356
2909	1940	0	0	317
2808	1939	0	0	355
2790	1939	0	0	405
2906	1906	0	0	348
2856	1906	0	0	610
2819	1905	0	0	314
2794	1905	0	0	337
2774	1905	0	0	317
2701	1870	0	0	647
2690	1870	0	0	604
2636	1870	0	0	647
2474	1868	0	0	325
2444	1868	0	0	424
2276	1798	0	0	320
2265	1798	0	0	304
2180	1798	0	0	325
2159	1797	0	0	379
2228	1764	0	0	546
2077	1763	0	0	392
2057	1762	0	0	364
2040	1762	0	0	376
2001	1762	0	0	729
2054	1728	0	0	321
1970	1728	0	0	305
1943	1727	0	0	618
1928	1727	0	0	494
1911	1727	0	0	738
1773	1726	0	0	729
1689	1657	0	0	372
1647	1657	0	0	442
1542	1656	0	0	297
1473	1655	0	0	346
1409	1655	0	0	434
1530	1622	0	0	472
1508	1621	0	0	294
1462	1621	0	0	390
1389	1620	0	0	1132
1372	1620	0	0	274
1345	1586	0	0	469
1334	1586	0	0	697
1323	1586	0	0	372
1285	1585	0	0	491
1210	1585	0	0	299
1129	1584	0	0	413
1039	1583	0	0	369
803	1513	0	0	906
788	1513	0	0	468
779	1513	0	0	516
824	1479	0	0	759
803	1479	0	0	770
766	1479	0	0	275
747	1479	0	0	273
731	1478	0	0	512
710	1478	0	0	289
574	1477	0	0	577
601	1443	0	0	576
539	1443	0	0	377
528	1443	0	0	317
510	1442	0	0	330
482	1442	0	0	413
429	1442	0	0	305
225	1372	0	0	644
155	1371	0	0	443
113	1371	0	0	356
26	1336	0	0	440
4093	1336	0	0	709
