241	1235	4	0	1236
504	487	4	0	534
476	452	4	0	1199
3836	344	4	0	936
3826	309	4	0	1125
1305	3053	4	0	505
323	1202	4	0	387
223	1167	4	0	655
525	419	4	0	505
3957	276	4	0	1107
543	1989	4	0	1165
3231	1704	4	0	1219
545	1135	4	0	611
438	315	4	0	920
415	281	4	0	679
581	1068	4	0	1532
97	961	4	0	825
4025	960	4	0	1756
3495	0	4	0	852
2489	2244	4	0	1904
864	1070	4	0	1549
803	1035	4	0	1005
221	962	4	0	406
145	927	4	0	551
93	893	4	0	676
1365	3566	4	0	982
849	1001	4	0	905
1373	221	4	0	1974
1196	219	4	0	1074
1197	185	4	0	3382
4093	687	4	0	853
2232	296	4	0	2097
4080	3111	4	0	943
991	798	4	0	2731
473	691	4	0	676
323	690	4	0	762
305	656	4	0	546
3936	549	4	0	835
12	3862	4	0	475
95	517	4	0	507
1670	18	4	0	2920
1295	3190	4	0	705
891	626	4	0	1538
4051	414	4	0	1321
1340	3156	4	0	911
1260	3121	4	0	369
385	1271	4	0	617
279	1236	4	0	318
870	558	4	0	739
809	523	4	0	480
525	453	4	0	683
318	417	4	0	954
3838	310	4	0	942
145	3692	4	0	1229
1320	3088	4	0	390
1267	3053	4	0	1113
208	1201	4	0	650
523	419	4	0	520
390	349	4	0	1056
4081	277	4	0	527
3905	276	4	0	910
3899	242	4	0	1043
430	315	4	0	661
715	1069	4	0	776
562	1067	4	0	1271
208	996	4	0	411
2348	2994	4	0	613
900	1036	4	0	487
807	1001	4	0	1082
247	894	4	0	490
1269	288	4	0	2984
1253	254	4	0	2396
3977	4	4	0	710
879	933	4	0	808
643	829	4	0	1194
4085	721	4	0	454
4025	687	4	0	752
956	832	4	0	0
920	797	4	0	3169
493	691	4	0	856
322	690	4	0	335
271	655	4	0	367
4093	619	4	0	911
3859	549	4	0	739
27	3896	4	0	528
86	517	4	0	660
4024	516	4	0	1035
3969	481	4	0	1087
2068	90	4	0	1454
1664	53	4	0	2543
1642	18	4	0	2685
1335	3190	4	0	497
883	626	4	0	622
860	592	4	0	446
104	483	4	0	1001
10	448	4	0	317
4054	414	4	0	2300
3776	343	4	0	740
141	3726	4	0	789
1331	3156	4	0	888
1314	3122	4	0	534
366	1271	4	0	418
342	1236	4	0	1268
182	1235	4	0	435
546	453	4	0	391
472	418	4	0	574
314	417	4	0	889
3816	309	4	0	545
3785	275	4	0	966
1330	3053	4	0	743
513	384	4	0	1026
4076	243	4	0	2691
1	3486	4	0	361
612	1102	4	0	441
225	1030	4	0	457
2470	3063	4	0	508
720	1069	4	0	794
691	1034	4	0	817
267	928	4	0	494
107	927	4	0	929
49	892	4	0	864
3921	3	4	0	758
1449	3601	4	0	1888
1082	1038	4	0	2678
880	1002	4	0	895
829	967	4	0	661
1374	289	4	0	1934
1373	255	4	0	1731
891	934	4	0	919
607	829	4	0	811
859	797	4	0	574
516	726	4	0	942
336	724	4	0	503
4041	653	4	0	712
4026	618	4	0	557
3956	584	4	0	92
34	3896	4	0	369
